id,ticker,signal_type,direction,confidence,price_at_signal,regime,notes,created_at
77,REGN,PAPER_MEAN_REVERSION,BUY,90.0,644.874816894531,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.06) | RSI oversold (31.9) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-20 13:49:11"
78,NVDA,MOMENTUM,BUY,70.0,219.509994506836,BULL,"RSI neutral (57.8) | MACD bearish crossover | Above MA50 (196.16) | Above MA200 (186.84) | Normal volume (1.2x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+10.0 | Raw=55.0 → Final=70.0","2026-05-22 06:23:02"
79,WMT,PAPER_MEAN_REVERSION,BUY,90.0,120.245002746582,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.15) | RSI oversold (34.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-22 17:06:28"
80,IBM,MOMENTUM,BUY,75.0,253.839996337891,BULL,"RSI (66.8) | MACD above signal | Above MA50 (236.56) | Below MA200 (266.57) | High volume (2.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=55.0 → Final=75.0","2026-05-25 12:27:09"
81,ASML,MOMENTUM,BUY,70.0,1632.90002441406,BULL,"RSI (62.2) | MACD above signal | Above MA50 (1434.20) | MA200 unavailable - neutral | Normal volume (1.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=60.0 → Final=70.0","2026-05-25 16:16:29"
82,IBM,MOMENTUM,BUY,75.0,253.839996337891,BULL,"RSI (66.8) | MACD above signal | Above MA50 (236.56) | Below MA200 (266.57) | High volume (2.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=55.0 → Final=75.0","2026-05-25 16:16:30"
83,VUKE.L,MOMENTUM,BUY,75.0,45.6549987792969,BULL,"RSI neutral (56.5) | MACD above signal | Above MA50 (44.96) | Above MA200 (42.75) | Low volume (0.9x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=65.0 → Final=75.0","2026-05-25 16:16:31"
84,NVDA,MOMENTUM,BUY,70.0,215.330001831055,BULL,"RSI neutral (53.7) | MACD below signal | Above MA50 (196.81) | Above MA200 (187.02) | Normal volume (1.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=60.0 → Final=70.0","2026-05-25 18:46:19"
85,AAPL,MOMENTUM,BUY,65.0,308.820007324219,BULL,"RSI overbought (78.6) | MACD above signal | Above MA50 (270.36) | Above MA200 (261.09) | Low volume (0.9x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=55.0 → Final=65.0","2026-05-25 18:46:20"
86,IBM,MOMENTUM,BUY,95.0,253.839996337891,BULL,"RSI (67.5) | MACD above signal | Above MA50 (236.56) | MA200 unavailable - neutral | High volume (2.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=65.0 → Final=95.0","2026-05-25 19:30:08"
87,ASML,MOMENTUM,BUY,70.0,1630.23999023438,BULL,"RSI (62.2) | MACD above signal | Above MA50 (1434.20) | MA200 unavailable - neutral | Normal volume (1.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=60.0 → Final=70.0","2026-05-26 13:53:00"
88,IBM,MOMENTUM,BUY,95.0,250.067504882813,BULL,"RSI (67.5) | MACD above signal | Above MA50 (236.56) | MA200 unavailable - neutral | High volume (2.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=65.0 → Final=95.0","2026-05-26 13:53:02"
89,IBM,PAPER_MOMENTUM,BUY,95.0,250.815002441406,BULL,"[PAPER SCANNER] RSI (67.5) | MACD above signal | Above MA50 (236.56) | MA200 unavailable - neutral | High volume (2.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=65.0 → Final=95.0","2026-05-26 13:54:24"
90,INTU,PAPER_MEAN_REVERSION,BUY,90.0,310.75,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.08) | RSI oversold (31.6) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-26 13:54:24"
91,DE,PAPER_MEAN_REVERSION,BUY,90.0,527.482971191406,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.03) | RSI oversold (32.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-26 13:54:24"
92,UBER,PAPER_MEAN_REVERSION,BUY,80.0,70.5,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.10) | RSI below midline (36.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=80.0 → Final=80.0","2026-05-26 13:54:25"
93,NKTR,PAPER_MEAN_REVERSION,BUY,80.0,66.7799987792969,BULL,"[PAPER SCANNER] Near lower BB — oversold (0.14) | RSI oversold (31.4) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=80.0 → Final=80.0","2026-05-26 13:54:25"
94,AMD,MOMENTUM,BUY,75.0,491.850006103516,BULL,"RSI overbought (75.8) | MACD bullish crossover | Above MA50 (309.16) | Above MA200 (232.47) | Low volume (0.2x avg) | Regime=BULL | VolAdj=-10.0 | SectorAdj=+10.0 | Raw=65.0 → Final=75.0","2026-05-26 14:14:00"
95,AAPL,MOMENTUM,BUY,65.0,308.329986572266,BULL,"RSI overbought (77.6) | MACD above signal | Above MA50 (271.53) | Above MA200 (261.53) | Low volume (1.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=55.0 → Final=65.0","2026-05-27 09:03:03"
96,HON,MOMENTUM,BUY,95.0,231.720001220703,BULL,"RSI (66.4) | MACD above signal | Above MA50 (221.71) | Above MA200 (209.60) | High volume (1.6x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=75.0 → Final=95.0","2026-05-27 09:39:55"
97,BSX,PAPER_MEAN_REVERSION,BUY,90.0,51.5449981689453,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.04) | RSI oversold (33.6) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-27 13:53:49"
98,AZO,PAPER_MEAN_REVERSION,BUY,90.0,3061.57006835938,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.12) | RSI oversold (28.2) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-27 13:53:49"
99,TSLA,MOMENTUM,BUY,70.0,438.320007324219,BULL,"RSI (62.4) | MACD bullish crossover | Above MA50 (390.04) | Above MA200 (411.13) | Low volume (0.2x avg) | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=70.0 → Final=70.0","2026-05-27 14:11:04"
100,TSLA,MOMENTUM,BUY,70.0,439.519989013672,BULL,"RSI (62.4) | MACD bullish crossover | Above MA50 (390.04) | Above MA200 (411.13) | Low volume (0.2x avg) | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=70.0 → Final=70.0","2026-05-27 15:42:31"
101,SCHW,PAPER_MEAN_REVERSION,BUY,100.0,85.6100006103516,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.24) | RSI oversold (34.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-05-27 20:52:15"
102,COST,PAPER_MEAN_REVERSION,BUY,90.0,959.369995117188,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.02) | RSI oversold (34.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-29 13:53:14"
103,BSX,PAPER_MEAN_REVERSION,BUY,90.0,48.9300003051758,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.04) | RSI oversold (29.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-10.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-05-29 13:53:14"
104,IBM,PAPER_MOMENTUM,BUY,100.0,299.114990234375,BULL,"[PAPER SCANNER] RSI overbought (80.7) | MACD above signal | Above MA50 (238.02) | Above MA200 (267.19) | High volume (2.2x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=70.0 → Final=100.0","2026-05-29 19:37:13"
105,CME,PAPER_MEAN_REVERSION,BUY,100.0,273.200012207031,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.02) | RSI oversold (33.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-05-29 19:37:13"
106,SNPS,PAPER_MEAN_REVERSION,BUY,100.0,476.329986572266,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.04) | RSI below midline (44.0) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=80.0 → Final=100.0","2026-06-01 13:53:37"
107,ACGL,PAPER_MEAN_REVERSION,BUY,100.0,88.879997253418,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.07) | RSI oversold (29.8) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-01 13:53:37"
108,MSFT,MOMENTUM,BUY,75.0,463.385009765625,BULL,"RSI (73.9) | MACD above signal | Above MA50 (403.56) | Above MA200 (456.15) | Low volume (0.3x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+10.0 | Raw=60.0 → Final=75.0","2026-06-01 15:00:06"
109,IBM,MOMENTUM,BUY,65.0,318.940002441406,BULL,"RSI overbought (84.0) | MACD above signal | Above MA50 (239.34) | MA200 unavailable - neutral | Low volume (1.0x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=45.0 → Final=65.0","2026-06-01 15:00:12"
110,MSFT,PAPER_MOMENTUM,BUY,100.0,463.649993896484,BULL,"[PAPER SCANNER] RSI (74.2) | MACD above signal | Above MA50 (403.57) | Above MA200 (456.15) | Normal volume (1.1x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=70.0 → Final=100.0","2026-06-01 19:38:01"
111,WMT,PAPER_MEAN_REVERSION,BUY,100.0,114.275001525879,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.02) | RSI oversold (27.3) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-01 19:38:02"
112,REGN,PAPER_MEAN_REVERSION,BUY,100.0,601.869995117188,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.10) | RSI oversold (25.2) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-01 19:38:02"
113,CME,PAPER_MEAN_REVERSION,BUY,100.0,249.570007324219,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.17) | RSI extremely oversold (22.4) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=100.0 → Final=100.0","2026-06-02 13:53:19"
114,ICE,PAPER_MEAN_REVERSION,BUY,100.0,141.270004272461,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.17) | RSI extremely oversold (24.8) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=100.0 → Final=100.0","2026-06-02 13:53:19"
115,WELL,PAPER_MEAN_REVERSION,BUY,100.0,195.154998779297,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.19) | RSI oversold (30.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-02 19:38:02"
116,NVDA,MOMENTUM,BUY,75.0,222.820007324219,BULL,"RSI neutral (58.8) | MACD below signal | Above MA50 (201.27) | Above MA200 (188.06) | Normal volume (1.1x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+10.0 | Raw=60.0 → Final=75.0","2026-06-03 08:50:27"
117,NFLX,PAPER_MEAN_REVERSION,BUY,100.0,82.4700012207031,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.15) | RSI oversold (29.0) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-03 13:53:34"
118,BLK,PAPER_MEAN_REVERSION,BUY,100.0,993.015075683594,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.13) | RSI oversold (34.3) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-03 13:53:35"
119,AMZN,MEAN_REVERSION,BUY,80.0,248.929992675781,BULL,"At lower BB — strong oversold (-0.21) | RSI below midline (38.6) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=-10.0 | Raw=80.0 → Final=80.0","2026-06-03 18:12:01"
120,IBM,MOMENTUM,BUY,80.0,308.730102539063,BULL,"RSI (71.8) | MACD above signal | Above MA50 (242.46) | Above MA200 (268.46) | Low volume (0.8x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+10.0 | Raw=60.0 → Final=80.0","2026-06-03 18:12:07"
121,ISRG,MEAN_REVERSION,BUY,100.0,405.600006103516,BULL,"At lower BB — strong oversold (0.06) | RSI oversold (34.1) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-03 18:57:05"
122,T,PAPER_MEAN_REVERSION,BUY,100.0,23.5849990844727,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.20) | RSI oversold (30.4) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=100.0","2026-06-03 19:37:36"
123,ASML,MOMENTUM,BUY,70.0,1707.43005371094,BULL,"RSI (65.5) | MACD above signal | Above MA50 (1480.63) | Above MA200 (1210.68) | Low volume (0.4x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=60.0 → Final=70.0","2026-06-04 14:43:18"
124,T,PAPER_MEAN_REVERSION,BUY,100.0,22.6650009155273,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.31) | RSI extremely oversold (24.7) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=100.0 → Final=100.0","2026-06-04 19:38:12"
125,OHI,PAPER_MEAN_REVERSION,BUY,95.0,44.0849990844727,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.05) | RSI oversold (33.8) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=95.0","2026-06-05 13:53:13"
126,SBAC,PAPER_MOMENTUM,BUY,85.0,209.434997558594,BULL,"[PAPER SCANNER] RSI neutral (54.4) | MACD bullish crossover | Above MA50 (206.72) | Above MA200 (194.48) | Low volume (0.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=75.0 → Final=85.0","2026-06-05 13:53:14"
127,IBM,MOMENTUM,BUY,65.0,290.994995117188,BULL,"RSI (62.4) | MACD above signal | Above MA50 (244.69) | Above MA200 (269.05) | Low volume (0.1x avg) | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=60.0 → Final=65.0","2026-06-05 13:55:10"
128,NVDA,MOMENTUM,BUY,65.0,210.830001831055,BULL,"RSI bullish zone (49.8) | MACD below signal | Above MA50 (203.38) | Above MA200 (188.39) | Low volume (0.1x avg) | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=60.0 → Final=65.0","2026-06-05 14:55:03"
129,JPM,MOMENTUM,BUY,70.0,311.884613037109,BULL,"RSI neutral (58.6) | MACD above signal | Above MA50 (304.00) | Above MA200 (303.98) | Low volume (0.1x avg) | Regime=BULL | VolAdj=-5.0 | SectorAdj=+0.0 | Raw=65.0 → Final=70.0","2026-06-05 15:40:12"
130,CPRT,PAPER_MEAN_REVERSION,BUY,85.0,30.7150001525879,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.06) | RSI oversold (34.5) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=90.0 → Final=85.0","2026-06-05 19:37:53"
131,WBD,PAPER_MEAN_REVERSION,BUY,95.0,26.1350002288818,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.24) | RSI oversold (28.8) | Below MA20 by 3.3% | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 → Final=95.0","2026-06-08 13:53:09"
132,AAPL,PAPER_MEAN_REVERSION,BUY,90.0,291.065002441406,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.03) | RSI below midline (42.8) | Below MA20 by 4.5% | Regime=BULL | VolAdj=+5.0 | SectorAdj=+5.0 | Raw=70.0 → Final=90.0","2026-06-09 19:37:23"
133,WU,PAPER_MEAN_REVERSION,BUY,90.0,7.4850001335144,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.07) | RSI oversold (26.8) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 → Final=90.0","2026-06-09 19:37:23"
134,ASML,MOMENTUM,BUY,80.0,1777.77001953125,CHOPPY,"RSI (63.4) | MACD above signal | Above MA50 (1495.10) | Above MA200 (1220.46) | Normal volume (1.2x avg) | Regime=CHOPPY | VolAdj=+5.0 | SectorAdj=+10.0 | Raw=70.0 → Final=80.0","2026-06-10 13:14:50"
135,LLY,MOMENTUM,BUY,70.0,1151.40002441406,CHOPPY,"RSI (70.5) | MACD above signal | Above MA50 (976.97) | Above MA200 (947.06) | Normal volume (1.4x avg) | Regime=CHOPPY | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=70.0 → Final=70.0","2026-06-10 14:10:25"
136,AMZN,MEAN_REVERSION,BUY,70.0,238.104995727539,CHOPPY,"At lower BB — strong oversold (-0.01) | RSI oversold (33.4) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=-5.0 | SectorAdj=-10.0 | Raw=90.0 → Final=70.0","2026-06-10 19:24:28"
137,MSFT,MEAN_REVERSION,BUY,75.0,398.311401367188,CHOPPY,"Near lower BB — oversold (0.12) | RSI below midline (39.9) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=70.0 → Final=75.0","2026-06-10 19:30:15"
138,CLOV,PAPER_MOMENTUM,BUY,85.0,4.78499984741211,CHOPPY,"[PAPER SCANNER] RSI overbought (76.4) | MACD bullish crossover | Above MA50 (2.93) | Above MA200 (2.64) | High volume (2.5x avg) | Regime=CHOPPY | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=80.0 → Final=85.0","2026-06-10 19:37:56"
139,MSFT,PAPER_MEAN_REVERSION,BUY,80.0,389.579986572266,CHOPPY,"[PAPER SCANNER] At lower BB — strong oversold (0.02) | RSI below midline (36.7) | 5%+ below MA20 — strong reversion candidate | Regime=CHOPPY | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=80.0 → Final=80.0","2026-06-11 13:53:15"
140,AAPL,MEAN_REVERSION,BUY,85.0,291.950012207031,BULL,"At lower BB — strong oversold (0.10) | RSI below midline (44.8) | Below MA20 by 3.9% | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=70.0 | Uncapped=85.0 → Final=85.0","2026-06-12 13:47:31"
141,BR,PAPER_MEAN_REVERSION,BUY,85.0,141.580001831055,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.03) | RSI below midline (35.6) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=85.0 → Final=85.0","2026-06-12 13:55:09"
142,VZ,PAPER_MOMENTUM,BUY,85.0,47.6481018066406,BULL,"[PAPER SCANNER] RSI neutral (54.7) | MACD bullish crossover | Above MA50 (47.07) | Above MA200 (43.46) | Low volume (0.1x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=85.0 → Final=85.0","2026-06-12 13:55:09"
143,NTLA,PAPER_MOMENTUM,BUY,100.0,14.4799995422363,BULL,"[PAPER SCANNER] RSI neutral (57.1) | MACD bullish crossover | Above MA50 (13.66) | Above MA200 (13.41) | Normal volume (1.5x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=85.0 | Uncapped=105.0 → Final=100.0","2026-06-15 19:37:51"
144,PTCT,PAPER_MOMENTUM,BUY,95.0,74.6999969482422,BULL,"[PAPER SCANNER] RSI neutral (57.2) | MACD above signal | Above MA50 (70.72) | Above MA200 (70.01) | Normal volume (1.4x avg) | Regime=BULL | VolAdj=+10.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=95.0 → Final=95.0","2026-06-16 13:53:30"
145,COP,PAPER_MEAN_REVERSION,BUY,95.0,110.889999389648,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.01) | RSI below midline (38.3) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=95.0 → Final=95.0","2026-06-16 19:38:00"
146,ASML,MOMENTUM,BUY,90.0,1803.89001464844,BULL,"RSI neutral (59.2) | MACD above signal | Above MA50 (1557.71) | Above MA200 (1252.73) | Low volume (0.9x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+10.0 | Raw=65.0 | Uncapped=90.0 → Final=90.0","2026-06-17 07:01:55"
147,HON,MOMENTUM,BUY,75.0,229.199996948242,BULL,"RSI neutral (56.7) | MACD above signal | Above MA50 (221.38) | Above MA200 (211.34) | Low volume (0.0x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=65.0 | Uncapped=75.0 → Final=75.0","2026-06-17 13:32:13"
148,SLB,PAPER_MEAN_REVERSION,BUY,85.0,51.625,BULL,"[PAPER SCANNER] At lower BB — strong oversold (-0.14) | RSI below midline (37.0) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=80.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-17 13:52:47"
149,MSFT,MEAN_REVERSION,BUY,100.0,381.059997558594,BULL,"At lower BB — strong oversold (0.07) | RSI below midline (35.4) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=80.0 | Uncapped=100.0 → Final=100.0","2026-06-17 19:16:52"
150,AMGN,PAPER_MOMENTUM,BUY,90.0,340.295013427734,BULL,"[PAPER SCANNER] RSI bullish zone (49.1) | MACD above signal | Above MA50 (339.09) | Above MA200 (327.59) | Low volume (0.6x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=90.0 → Final=90.0","2026-06-17 19:37:58"
151,BHVN,PAPER_MOMENTUM,BUY,90.0,13.2749996185303,BULL,"[PAPER SCANNER] RSI (69.5) | MACD above signal | Above MA50 (10.19) | Above MA200 (11.58) | High volume (1.8x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=90.0 → Final=90.0","2026-06-17 19:37:58"
152,AMZN,MEAN_REVERSION,BUY,65.0,236.544998168945,BULL,"Near lower BB — oversold (0.17) | RSI below midline (36.2) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=-10.0 | Raw=70.0 | Uncapped=65.0 → Final=65.0","2026-06-18 13:44:56"
153,MSFT,PAPER_MEAN_REVERSION,BUY,85.0,374.109008789063,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.06) | RSI oversold (32.9) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=-5.0 | SectorAdj=+10.0 | Raw=90.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-18 13:53:30"
154,JNJ,PAPER_MOMENTUM,BUY,85.0,231.664993286133,BULL,"[PAPER SCANNER] RSI bullish zone (49.8) | MACD above signal | Above MA50 (229.59) | Above MA200 (213.66) | Low volume (0.4x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=85.0 → Final=85.0","2026-06-18 13:53:30"
155,MRNA,PAPER_MOMENTUM,BUY,100.0,63.8400001525879,BULL,"[PAPER SCANNER] RSI (74.8) | MACD above signal | Above MA50 (50.20) | Above MA200 (39.22) | High volume (2.1x avg) | Regime=BULL | VolAdj=+15.0 | SectorAdj=+0.0 | Raw=75.0 | Uncapped=100.0 → Final=100.0","2026-06-18 19:37:56"
156,WRBY,PAPER_MOMENTUM,BUY,100.0,26.1499996185303,BULL,"[PAPER SCANNER] RSI neutral (54.6) | MACD bullish crossover | Above MA50 (24.66) | Above MA200 (23.94) | Normal volume (1.2x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=85.0 | Uncapped=100.0 → Final=100.0","2026-06-18 19:37:57"
157,NVDA,MOMENTUM,BUY,70.0,210.690002441406,BULL,"RSI neutral (50.5) | MACD below signal | Above MA50 (209.12) | Above MA200 (189.68) | Normal volume (1.4x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+10.0 | Raw=60.0 | Uncapped=70.0 → Final=70.0","2026-06-22 07:04:21"
158,NFLX,PAPER_MEAN_REVERSION,BUY,85.0,76.620002746582,BULL,"[PAPER SCANNER] At lower BB — strong oversold (0.08) | RSI oversold (26.6) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 | RawCap=85 | Uncapped=85.0 → Final=85.0","2026-06-22 13:54:21"
159,V,MOMENTUM,BUY,75.0,331.315002441406,BULL,"RSI neutral (57.8) | MACD above signal | Above MA50 (321.22) | Above MA200 (327.87) | Low volume (0.1x avg) | Regime=BULL | VolAdj=+0.0 | SectorAdj=+0.0 | Raw=65.0 | Uncapped=75.0 → Final=75.0","2026-06-22 14:23:38"
160,XOM,MEAN_REVERSION,BUY,100.0,138.410003662109,BULL,"At lower BB — strong oversold (0.02) | RSI oversold (33.5) | 5%+ below MA20 — strong reversion candidate | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=90.0 | Uncapped=105.0 → Final=100.0","2026-06-22 16:23:41"
161,GLW,PAPER_MOMENTUM,BUY,95.0,207.899993896484,BULL,"[PAPER SCANNER] RSI (60.6) | MACD bullish crossover | Above MA50 (179.77) | Above MA200 (120.93) | Normal volume (1.0x avg) | Regime=BULL | VolAdj=+5.0 | SectorAdj=+0.0 | Raw=80.0 | Uncapped=95.0 → Final=95.0","2026-06-22 19:38:05"
